"Code","Attribuutwaarde","Definitie attribuutwaarde","Herkomst definitie","Inwinningscriteria","Volledigheid","Punt","Lijn","Vlak","Datum vanaf","Datum tot"
"bestaand","bestaand","Object dat in gebruik is genomen of als gebruiksgereed kan worden beschouwd, dan wel buiten gebruik is gesteld.","SOR","-","-","-","-","-","01-01-2026","-"
"in aanbouw","in aanbouw","Object waarvan de feitelijke bouw, verbouw of aanleg is aangevangen.","SOR","-","-","-","-","-","01-01-2026","-"
