"Code","Attribuutwaarde","Definitie attribuutwaarde","Herkomst definitie","Inwinningscriteria","Volledigheid","Punt","Lijn","Vlak","Datum vanaf","Datum tot"
"1","op brug","De begroeiing is gelegen op een overbrugging.","BRT","-","-","nee","nee","ja","01-01-2026","-"
"2","in tunnel","De begroeiing is gelegen in een kunstmatig aangelegde, onderaardse kokervormige doorgang.","BRT","-","-","nee","nee","ja","01-01-2026","-"
