"Code";"Attribuutwaarde";"Definitie attribuutwaarde";"Herkomst definitie";"Inwinningscriteria";"Volledigheid";"Punt";"Lijn";"Vlak";"Datum vanaf";"Datum tot"
"1";"bestaand";"Object dat in gebruik is genomen of als gebruiksgereed kan worden beschouwd, dan wel buiten gebruik is gesteld.";"SOR";"-";"-";"-";"-";"-";"01-01-2025";"-"
"2";"in aanbouw";"Object waarvan de feitelijke bouw, verbouw of aanleg is aangevangen.";"SOR";"-";"-";"-";"-";"-";"01-01-2025";"-"
