"Code","Attribuutwaarde","Definitie attribuutwaarde","Herkomst definitie","Inwinningscriteria","Volledigheid","Punt","Lijn","Vlak","Datum vanaf","Datum tot"
"enkelvoudig","enkelvoudig","Spoor bestaande uit één spoor.","BRT","-","-","nee","ja","nee","01-01-2026","-"
"meervoudig","meervoudig","Spoor bestaande uit twee of meer sporen.","BRT","-","-","nee","ja","nee","01-01-2026","-"
