"Code";"Attribuutwaarde";"Definitie attribuutwaarde";"Herkomst definitie";"Inwinningscriteria";"Volledigheid";"Punt";"Lijn";"Vlak";"Datum vanaf";"Datum tot"
"1";"op brug";"Het terrein is gelegen op een overbrugging.";"BRT";"-";"-";"nee";"nee";"ja";"01-01-2025";"-"
"2";"in tunnel";"Het terrein is gelegen in een kunstmatig aangelegde, onderaardse kokervormige doorgang.";"BRT";"-";"-";"nee";"nee";"ja";"01-01-2025";"-"
